game_id,date,away_name,away_id,away_score,home_name,home_id,home_score,inserted
747961,2024-03-15,Nationals,120,7,Mets,121,3,2024-03-17 13:12:14
747960,2024-03-15,Pirates,134,6,Yankees,147,2,2024-03-17 13:12:14
747951,2024-03-15,Royals,118,0,Reds,113,0,2024-03-17 13:12:14
747949,2024-03-15,Giants,137,2,Athletics,133,1,2024-03-17 13:12:14
747952,2024-03-15,Mariners,136,0,Angels,108,0,2024-03-17 13:12:14
747950,2024-03-15,Rangers,140,0,Rockies,115,1,2024-03-17 13:12:14
747954,2024-03-15,D-backs,109,0,Brewers,158,0,2024-03-17 13:12:14
747944,2024-03-16,Cardinals,138,8,Nationals,120,5,2024-03-17 13:15:58
747948,2024-03-16,Red Sox,111,4,Orioles,110,5,2024-03-17 13:15:58
747943,2024-03-16,Rays,139,5,Twins,142,6,2024-03-17 13:15:58
747942,2024-03-16,Blue Jays,141,9,Yankees,147,10,2024-03-17 13:15:58
747941,2024-03-16,Phillies,143,3,Marlins,146,3,2024-03-17 13:15:58
747937,2024-03-16,Royals,118,6,Cubs,112,7,2024-03-17 13:15:58
747947,2024-03-16,Tigers,116,6,Pirates,134,4,2024-03-17 13:15:58
747935,2024-03-16,Mariners,136,11,Reds,113,7,2024-03-17 13:15:58
747938,2024-03-16,Guardians,114,0,Giants,137,6,2024-03-17 13:15:58
747939,2024-03-16,D-backs,109,5,Rangers,140,4,2024-03-17 13:15:58
747934,2024-03-16,Giants,137,11,White Sox,145,7,2024-03-17 13:15:58
747930,2024-03-16,Brewers,158,11,Athletics,133,4,2024-03-17 13:15:58
747940,2024-03-16,Cubs,112,4,Angels,108,3,2024-03-17 13:15:58
747936,2024-03-16,Athletics,133,9,Rockies,115,11,2024-03-17 13:15:58
747932,2024-03-16,White Sox,145,2,Mariners,136,8,2024-03-17 13:15:58
747933,2024-03-16,Rangers,140,1,Brewers,158,5,2024-03-17 13:15:58
747945,2024-03-16,Mets,121,6,Astros,117,1,2024-03-17 13:15:58
